fecha_diagnostico,Confirmado,tasa
2020-08-06,8031.0,0.4083074889419899
2020-08-07,8193.0,0.4066812270425891
2020-08-08,6505.0,0.37233129185507413
2020-08-09,4478.0,0.3904778514126264
2020-08-10,6930.0,0.39090703971119134
2020-08-11,7370.0,0.3475431481656135
2020-08-12,7450.0,0.3534323260116704
2020-08-13,7371.0,0.35783290450992766
2020-08-14,7120.0,0.3363091020735912
2020-08-15,6671.0,0.3667399670148433
2020-08-16,3700.0,0.32120843823248546
2020-08-17,5431.0,0.3798964745383324
2020-08-18,6651.0,0.38585600742588616
2020-08-19,8098.0,0.41265796983285774
2020-08-20,8577.0,0.4143478260869565
2020-08-21,8279.0,0.3971314817479733
2020-08-22,7467.0,0.41845998655010086
2020-08-23,4696.0,0.39492052813051887
2020-08-24,8334.0,0.42813110038015
2020-08-25,9331.0,0.4316310482005736
2020-08-26,10296.0,0.4436974789915966
2020-08-27,11054.0,0.45281009339669015
2020-08-28,10637.0,0.43791683820502264
2020-08-29,8872.0,0.45106512786618536
2020-08-30,6637.0,0.4260495570676595
2020-08-31,9515.0,0.46980694218140523
2020-09-01,11036.0,0.46112062842100865
2020-09-02,11172.0,0.4667446524064171
2020-09-03,11013.0,0.45914283331943634
2020-09-04,10767.0,0.45023835410219953
2020-09-05,9355.0,0.43448980539686965
2020-09-06,6034.0,0.4421484575364549
2020-09-07,9660.0,0.44512026541332594
2020-09-08,11837.0,0.47837859683155515
2020-09-09,12313.0,0.4550931401537552
2020-09-10,11498.0,0.44519301506175707
2020-09-11,12356.0,0.4449726303658888
2020-09-12,10486.0,0.4752107314420375
2020-09-13,6988.0,0.45376623376623376
2020-09-14,10155.0,0.4270036161803044
2020-09-15,10990.0,0.4482969610442586
2020-09-16,11354.0,0.4430656364629673
2020-09-17,11742.0,0.43793823661047293
2020-09-18,11997.0,0.43969213853765804
2020-09-19,9666.0,0.4385264495054895
2020-09-20,5779.0,0.41662461250090116
2020-09-21,9681.0,0.4571684926331696
2020-09-22,10633.0,0.4268395487937056
2020-09-23,12248.0,0.4568955869735517
2020-09-24,12243.0,0.45421829784076573
2020-09-25,12522.0,0.45504760520386656
2020-09-26,9974.0,0.4717846837897923
2020-09-27,6635.0,0.4433974873028602
2020-09-28,11691.0,0.49582255396751346
2020-09-29,14085.0,0.4966326998342795
2020-09-30,13409.0,0.4542190305206463
2020-10-01,13030.0,0.4375566674502166
2020-10-02,13556.0,0.43703655941711267
2020-10-03,10450.0,0.421745096456534
2020-10-04,5884.0,0.4206763423178666
2020-10-05,11380.0,0.44648462021343377
2020-10-06,13438.0,0.41696661288320713
2020-10-07,14598.0,0.4647268559786069
2020-10-08,14464.0,0.43910139647844565
2020-10-09,14565.0,0.4158458244111349
2020-10-10,11470.0,0.4622390585959539
2020-10-11,7078.0,0.4298032547971824
2020-10-12,8184.0,0.4534825732808777
2020-10-13,13318.0,0.45432216688271815
2020-10-14,15857.0,0.4513035063752277
2020-10-15,15910.0,0.4510787899407445
2020-10-16,16177.0,0.45522850067537146
2020-10-17,12075.0,0.39600550964187325
2020-10-18,6294.0,0.4059859382055086
2020-10-19,13529.0,0.4062518767641583
2020-10-20,14401.0,0.4302787654247214
2020-10-21,14623.0,0.3931442398171797
2020-10-22,13541.0,0.3754922078642338
2020-10-23,13365.0,0.39370194715291484
2020-10-24,10065.0,0.4142998271178069
2020-10-25,5771.0,0.4001248006656036
2020-10-26,11742.0,0.40820441508778027
2020-10-27,12231.0,0.3961585800349809
2020-10-28,11876.0,0.37295480953427756
2020-10-29,11175.0,0.3750125843149099
2020-10-30,11091.0,0.36561727377616615
2020-10-31,7413.0,0.34670969552406344
2020-11-01,4490.0,0.328696925329429
2020-11-02,8958.0,0.3610495344806739
2020-11-03,9765.0,0.338006230529595
2020-11-04,9851.0,0.3616771303741234
2020-11-05,10414.0,0.3244641076769691
2020-11-06,9883.0,0.3408636269573015
2020-11-07,6818.0,0.32505363528009534
2020-11-08,3911.0,0.29481380973918286
2020-11-09,8780.0,0.35977708572365186
2020-11-10,9910.0,0.35214270485395494
2020-11-11,9840.0,0.34889905329220294
2020-11-12,9330.0,0.3453636868406441
2020-11-13,9224.0,0.322100778712854
2020-11-14,6152.0,0.30571982308800877
2020-11-15,3388.0,0.2878260130830006
2020-11-16,8116.0,0.3378710295158403
2020-11-17,8301.0,0.319946039699364
2020-11-18,8396.0,0.30428007103250826
2020-11-19,7730.0,0.27630826422647986
2020-11-20,7533.0,0.27383765313170233
2020-11-21,4870.0,0.26958206476612234
2020-11-22,2850.0,0.2632551265472012
2020-11-23,3571.0,0.2951727558274095
2020-11-24,6911.0,0.28599213738878543
2020-11-25,7089.0,0.2777603636078677
2020-11-26,6999.0,0.26962786038986053
2020-11-27,6675.0,0.27220455101541474
2020-11-28,4881.0,0.27227087633179003
2020-11-29,2539.0,0.25734846949118184
2020-11-30,5754.0,0.26718053491827637
2020-12-01,6305.0,0.25113518680793434
2020-12-02,5753.0,0.23780588624338625
2020-12-03,5622.0,0.22854587584861175
2020-12-04,5253.0,0.2381664853101197
2020-12-05,3860.0,0.2334159762955796
2020-12-06,1942.0,0.21993204983012457
2020-12-07,3393.0,0.27178788849727653
2020-12-08,2515.0,0.2387507119802544
2020-12-09,5937.0,0.24541170634920634
2020-12-10,5944.0,0.22844844152350205
2020-12-11,5915.0,0.23297491039426524
2020-12-12,4259.0,0.219808009909166
2020-12-13,2407.0,0.21287697886265144
2020-12-14,6023.0,0.25177660730708135
2020-12-15,6387.0,0.23964430436740208
2020-12-16,6227.0,0.224736538183918
2020-12-17,6705.0,0.22405266323598208
2020-12-18,6467.0,0.20823673364245235
2020-12-19,5045.0,0.21028719102996957
2020-12-20,2716.0,0.17669637629301932
2020-12-21,7410.0,0.2436698454455771
2020-12-22,8057.0,0.23459018780026206
2020-12-23,8665.0,0.24046066324406826
2020-12-24,5114.0,0.24859031693564068
2020-12-25,1596.0,0.2643697200596323
2020-12-26,6079.0,0.24864002617693975
2020-12-27,3836.0,0.215445099691098
2020-12-28,10417.0,0.2712901713630918
2020-12-29,11912.0,0.28884578079534434
2020-12-30,12314.0,0.27383917452410605
2020-12-31,8071.0,0.28027225058165783
2021-01-01,2399.0,0.293563387175722
2021-01-02,7031.0,0.27397420410708023
2021-01-03,4382.0,0.20661040124475458
2021-01-04,12647.0,0.29118412267170124
2021-01-05,12786.0,0.27322848106675784
2021-01-06,13191.0,0.27013024246395806
2021-01-07,12311.0,0.2751922389127325
2021-01-08,12704.0,0.2740943709680899
2021-01-09,9194.0,0.2480908821069106
2021-01-10,4558.0,0.20577878103837471
2021-01-11,11652.0,0.27133010432190763
2021-01-12,11327.0,0.2571746435382799
2021-01-13,12120.0,0.25700835489206497
2021-01-14,10736.0,0.24233668908852873
2021-01-15,10299.0,0.2102566196435498
2021-01-16,7901.0,0.20619552168693564
2021-01-17,4553.0,0.177435697583788
2021-01-18,10773.0,0.23582592706098682
2021-01-19,10717.0,0.22174632733291952
2021-01-20,10098.0,0.22260923239716063
2021-01-21,9169.0,0.21301953860093395
2021-01-22,8930.0,0.21678966789667897
2021-01-23,6179.0,0.20046718359666482
2021-01-24,3389.0,0.15909304290676932
2021-01-25,8778.0,0.2128361176442063
2021-01-26,9241.0,0.2262621810880956
2021-01-27,8813.0,0.20785867591216775
2021-01-28,8293.0,0.20538412006538215
2021-01-29,7818.0,0.1877160968113715
2021-01-30,5866.0,0.16202182019058142
2021-01-31,3639.0,0.11456365697015489
2021-02-01,8066.0,0.17545844119118575
2021-02-02,8298.0,0.167450307738876
2021-02-03,7878.0,0.17265335641806745
2021-02-04,7331.0,0.18318340829585208
2021-02-05,6886.0,0.17535907099928696
2021-02-06,4760.0,0.1598227176577242
2021-02-07,2645.0,0.1272246272246272
2021-02-08,6593.0,0.158094141908256
2021-02-09,7055.0,0.16295184201408938
2021-02-10,6384.0,0.14734121122599705
2021-02-11,6410.0,0.15670455934482336
2021-02-12,6590.0,0.15427113327246764
2021-02-13,4542.0,0.13350185174298984
2021-02-14,2496.0,0.1103985138661595
2021-02-15,3625.0,0.12058011509164089
2021-02-16,3257.0,0.10260206653225806
2021-02-17,6954.0,0.150999934857664
2021-02-18,7107.0,0.15307573016283277
2021-02-19,6815.0,0.15369175950566055
2021-02-20,4621.0,0.13961146862442975
2021-02-21,2803.0,0.12330635227872602
2021-02-22,6750.0,0.16123253314224292
2021-02-23,6469.0,0.1582436399217221
2021-02-24,6486.0,0.1632642787021421
2021-02-25,6476.0,0.1787468948385316
2021-02-26,6116.0,0.15828566991899376
2021-02-27,4235.0,0.14670731284858143
2021-02-28,2404.0,0.10212404418011894
2021-03-01,6793.0,0.18857396663242929
2021-03-02,6687.0,0.17668507411419662
2021-03-03,6816.0,0.1833194373470321
2021-03-04,6518.0,0.18418672996495988
2021-03-05,6687.0,0.18339641270363666
2021-03-06,4476.0,0.17288528389339514
2021-03-07,2584.0,0.15040745052386495
2021-03-08,6542.0,0.18802092314766913
2021-03-09,6831.0,0.1813138686131387
2021-03-10,7366.0,0.18852375102375102
2021-03-11,7330.0,0.1949001568773432
2021-03-12,7315.0,0.18024788704630018
2021-03-13,4950.0,0.16799592737145766
2021-03-14,2903.0,0.1505549216886215
2021-03-15,7410.0,0.1895722472370037
2021-03-16,7817.0,0.1911153488826952
2021-03-17,7594.0,0.19080881429181637
2021-03-18,7329.0,0.18957578892912572
2021-03-19,7736.0,0.19091335356975395
2021-03-20,5534.0,0.19685543540125214
2021-03-21,3034.0,0.16452470039585707
2021-03-22,9155.0,0.2219662989453267
2021-03-23,9896.0,0.22236703143608297
2021-03-24,6661.0,0.23555414102836128
2021-03-25,10783.0,0.2386358606648077
2021-03-26,12147.0,0.2420155007869937
2021-03-27,9043.0,0.2523580956633365
2021-03-28,5526.0,0.23383547731888965
2021-03-29,13718.0,0.2744642964326444
2021-03-30,14886.0,0.276126878130217
2021-03-31,15924.0,0.27677066133657774
2021-04-01,13654.0,0.28607345638919734
2021-04-02,10677.0,0.30279912651371205
2021-04-03,12564.0,0.3092753052382828
2021-04-04,8646.0,0.2514029833386642
2021-04-05,21730.0,0.3087086233840034
2021-04-06,23217.0,0.3019351314796993
2021-04-07,24593.0,0.305662581719655
2021-04-08,24075.0,0.3166055154456149
2021-04-09,23748.0,0.3249589490968801
2021-04-10,17086.0,0.2971168225924251
2021-04-11,10896.0,0.30586121715697284
2021-04-12,24893.0,0.35717052873233374
2021-04-13,25305.0,0.3452062643239114
2021-04-14,24955.0,0.36030377846118306
2021-04-15,24143.0,0.31213073213616205
2021-04-16,25241.0,0.32105062325108114
2021-04-17,16973.0,0.32352324495358636
2021-04-18,11706.0,0.32528413038041515
2021-04-19,26537.0,0.36125404993329524
2021-04-20,26709.0,0.35198534547515187
2021-04-21,25175.0,0.36201665204699385
2021-04-22,23667.0,0.34276652135501906
2021-04-23,23650.0,0.33276114362899595
2021-04-24,16720.0,0.39961759082217974
2021-04-25,9310.0,0.3146439555240123
2021-04-26,23888.0,0.36337638236054703
2021-04-27,22484.0,0.33461320951275414
2021-04-28,21747.0,0.3397544056992876
2021-04-29,21450.0,0.30901102067276526
2021-04-30,21141.0,0.3398819954663108
2021-05-01,12653.0,0.3213052310817674
2021-05-02,8471.0,0.30748847508076516
2021-05-03,24280.0,0.3562833832247461
2021-05-04,23433.0,0.3479907333155128
2021-05-05,23179.0,0.34959729721577026
2021-05-06,20556.0,0.3326267415330345
2021-05-07,21089.0,0.32334677481179375
2021-05-08,14789.0,0.3536092580637448
2021-05-09,8917.0,0.3289677562163359
2021-05-10,25219.0,0.39584052738973474
2021-05-11,25821.0,0.38218229182084607
2021-05-12,25004.0,0.3867834050057235
2021-05-13,25984.0,0.38279880375373826
2021-05-14,27411.0,0.3705441027374113
2021-05-15,19396.0,0.37733940313606473
2021-05-16,12145.0,0.39124412086850074
2021-05-17,34639.0,0.3981311204082571
2021-05-18,38379.0,0.4174579866209822
2021-05-19,33465.0,0.39557205167909787
2021-05-20,33887.0,0.38152013600387297
2021-05-21,34387.0,0.38245598425109273
2021-05-22,23833.0,0.4277663106883245
2021-05-23,13975.0,0.4161579464578184
2021-05-24,28186.0,0.4356683566217386
2021-05-25,23447.0,0.4444928909952607
2021-05-26,38350.0,0.4499694935936547
2021-05-27,36975.0,0.4264656693694421
2021-05-28,36067.0,0.4108326688688917
2021-05-29,23785.0,0.4080739800295097
2021-05-30,13573.0,0.39245337574092815
2021-05-31,34167.0,0.4300007551159103
2021-06-01,32650.0,0.39070446468103437
2021-06-02,30407.0,0.37619389320532487
2021-06-03,29418.0,0.3677571787531409
2021-06-04,28277.0,0.34387274872006907
2021-06-05,18166.0,0.3667454020551955
2021-06-06,10832.0,0.33409413361297885
2021-06-07,29509.0,0.37506513974859235
2021-06-08,27292.0,0.35977273626069417
2021-06-09,25720.0,0.35179384771101474
2021-06-10,24403.0,0.3435300411059181
2021-06-11,24255.0,0.33655714047843704
2021-06-12,15263.0,0.33046095221599153
2021-06-13,9480.0,0.32645752264196426
2021-06-14,26733.0,0.3566254452315204
2021-06-15,22872.0,0.33226317242180803
2021-06-16,20905.0,0.30768891113008157
2021-06-17,18680.0,0.29152880953867283
2021-06-18,18619.0,0.30660167635483393
2021-06-19,12788.0,0.31007977498120803
2021-06-20,6563.0,0.30208045659578386
2021-06-21,12138.0,0.32800086472463924
2021-06-22,22691.0,0.34612627179401134
2021-06-23,21989.0,0.3264061038787537
2021-06-24,21456.0,0.33045835386890093
2021-06-25,22136.0,0.3144273518842062
2021-06-26,14733.0,0.3293909855124307
2021-06-27,8111.0,0.29683440073193046
2021-06-28,20536.0,0.35457637653884005
2021-06-29,19006.0,0.3145282737848975
2021-06-30,18316.0,0.2980877207258524
2021-07-01,17977.0,0.29778035448070234
2021-07-02,17700.0,0.2728323699421965
2021-07-03,12135.0,0.28552941176470586
2021-07-04,7138.0,0.28506389776357827
2021-07-05,20296.0,0.2916846310827513
2021-07-06,18255.0,0.2642435296161195
2021-07-07,17434.0,0.2558443273703829
2021-07-08,18120.0,0.2477813179450013
2021-07-09,10986.0,0.2575789547724555
2021-07-10,12056.0,0.2686753431984311
2021-07-11,6839.0,0.25525323778598885
2021-07-12,18443.0,0.2645067836961822
2021-07-13,17379.0,0.2475217911468125
2021-07-14,16080.0,0.23468285705945882
2021-07-15,15199.0,0.22115034848021883
2021-07-16,15046.0,0.21953425936733978
2021-07-17,9446.0,0.20905167644129688
2021-07-18,5377.0,0.19667873733494276
2021-07-19,14823.0,0.23391563698338305
2021-07-20,13575.0,0.2183739785084615
2021-07-21,12800.0,0.20332629104252378
2021-07-22,12812.0,0.1961090447107805
2021-07-23,13964.0,0.21747391372060426
2021-07-24,9344.0,0.20802814079301823
2021-07-25,5394.0,0.18519535809929272
2021-07-26,15732.0,0.2222222222222222
2021-07-27,14451.0,0.23110876553279278
2021-07-28,12902.0,0.21087557001127763
2021-07-29,12759.0,0.2134504391468005
2021-07-30,12856.0,0.1940850556318785
2021-07-31,8229.0,0.18067051617010998
2021-08-01,4992.0,0.1793489976287993
2021-08-02,14626.0,0.19761660271307355
2021-08-03,13451.0,0.18493414359171775
2021-08-04,13087.0,0.18769451416278235
2021-08-05,11764.0,0.1642557944708182
2021-08-06,12019.0,0.16437588041411946
2021-08-07,7218.0,0.16336969806708615
2021-08-08,4282.0,0.14830464447753958
2021-08-09,11482.0,0.1748811989764835
2021-08-10,10203.0,0.15159349231112101
2021-08-11,9534.0,0.14038756037224642
2021-08-12,8402.0,0.13012637839177302
2021-08-13,7851.0,0.11788111289620276
2021-08-14,5103.0,0.1239223876247602
2021-08-15,2856.0,0.1141806260744413
2021-08-16,4326.0,0.12294662649917582
2021-08-17,8968.0,0.13400074710496826
2021-08-18,7957.0,0.11819842837831816
2021-08-19,7094.0,0.10608167720903802
2021-08-20,6862.0,0.10202655485674354
2021-08-21,4289.0,0.09771935020847099
2021-08-22,2333.0,0.08181371861411138
2021-08-23,6600.0,0.09907827183474945
2021-08-24,5849.0,0.09045917814998686
2021-08-25,4797.0,0.07574130798623173
2021-08-26,4871.0,0.07798466242935592
2021-08-27,4515.0,0.07211999233275829
2021-08-28,2862.0,0.07239704543154912
2021-08-29,1624.0,0.06472182368882512
2021-08-30,5184.0,0.08412033881803135
2021-08-31,4361.0,0.07101449275362319
2021-09-01,4014.0,0.06812396049013951
2021-09-02,3628.0,0.0704288237920525
2021-09-03,3578.0,0.06876669677692145
2021-09-04,1948.0,0.06164166824884501
2021-09-05,1233.0,0.055733851647606567
2021-09-06,3379.0,0.06322742412334868
2021-09-07,2813.0,0.055776971427438385
2021-09-08,2304.0,0.05276778966172732
2021-09-09,2310.0,0.052672382342210874
2021-09-10,2189.0,0.044339565314266034
2021-09-11,1343.0,0.0401003254605715
2021-09-12,733.0,0.03939377653571237
2021-09-13,2195.0,0.044788605941887036
2021-09-14,1943.0,0.040702180698410036
2021-09-15,1830.0,0.040248971781731806
2021-09-16,1744.0,0.03970675288010564
2021-09-17,1729.0,0.0381139229344855
2021-09-18,945.0,0.03299005061965439
2021-09-19,505.0,0.02564493195206175
2021-09-20,1707.0,0.03716444231564738
2021-09-21,1274.0,0.0324107051999593
2021-09-22,1400.0,0.033006412674462464
2021-09-23,1253.0,0.03103943717796274
2021-09-24,1157.0,0.03007225658886521
2021-09-25,805.0,0.032990451211015945
2021-09-26,434.0,0.02472370969579583
2021-09-27,1381.0,0.032695676878640084
2021-09-28,1142.0,0.026780479797387614
2021-09-29,1147.0,0.029626759653880924
2021-09-30,1094.0,0.02922867295412648
2021-10-01,1029.0,0.027017801816940606
2021-10-02,581.0,0.026774193548387098
2021-10-03,313.0,0.020575861162240337
2021-10-04,1010.0,0.02664767030763548
2021-10-05,934.0,0.024230160583184165
2021-10-06,968.0,0.025268873342382793
2021-10-07,813.0,0.024142538975501112
2021-10-08,471.0,0.02362441691327682
2021-10-09,480.0,0.02500781494216943
2021-10-10,358.0,0.021749696233292832
2021-10-11,512.0,0.02515228925132639
2021-10-12,1062.0,0.026073506665684615
2021-10-13,1118.0,0.026394692730835518
2021-10-14,1083.0,0.02869178191066603
2021-10-15,1067.0,0.03059849158326403
2021-10-16,612.0,0.024996936649920354
2021-10-17,329.0,0.02137751786874594
2021-10-18,1142.0,0.028219828012256597
2021-10-19,1049.0,0.02790042023511889
2021-10-20,1144.0,0.03043767460423041
2021-10-21,1274.0,0.034346103038309116
2021-10-22,1234.0,0.033700193899008656
2021-10-23,706.0,0.032624768946395565
2021-10-24,431.0,0.028355263157894738
2021-10-25,1300.0,0.032938910988927456
2021-10-26,1309.0,0.03279222405932161
2021-10-27,1289.0,0.03598849708239105
2021-10-28,1219.0,0.0352200167576782
2021-10-29,1206.0,0.03542370392128066
2021-10-30,816.0,0.03821119175837041
2021-10-31,511.0,0.0372992700729927
2021-11-01,1187.0,0.03627750611246944
2021-11-02,1195.0,0.03616390267522092
2021-11-03,1170.0,0.034874362872216756
2021-11-04,1282.0,0.03928899785473491
2021-11-05,1166.0,0.03818443804034582
2021-11-06,830.0,0.042931774685770446
2021-11-07,559.0,0.04209654341441373
2021-11-08,1302.0,0.04233320327740928
2021-11-09,1253.0,0.03852184339164386
2021-11-10,1416.0,0.0439178710998077
2021-11-11,1444.0,0.046426389737324374
2021-11-12,1481.0,0.045760721789642814
2021-11-13,972.0,0.047775866306217746
2021-11-14,540.0,0.04695652173913043
2021-11-15,1574.0,0.04745394796345986
2021-11-16,1365.0,0.044437933391932805
2021-11-17,1439.0,0.04472138484010318
2021-11-18,1519.0,0.046177230582155344
2021-11-19,1461.0,0.04962467307496349
2021-11-20,932.0,0.04824266266369895
2021-11-21,682.0,0.05685228409469823
2021-11-22,831.0,0.05227401396489904
2021-11-23,2138.0,0.06682502969306744
2021-11-24,2020.0,0.06547387527550888
2021-11-25,2049.0,0.06546744200907406
2021-11-26,1932.0,0.061411315956770504
2021-11-27,1334.0,0.06456609070228934
2021-11-28,889.0,0.06591532586935568
2021-11-29,2239.0,0.07000594065597349
2021-11-30,2089.0,0.0685300003280517
2021-12-01,2306.0,0.06946620074707796
2021-12-02,2478.0,0.07226596675415572
2021-12-03,2172.0,0.07604509488131084
2021-12-04,1650.0,0.07769824825767564
2021-12-05,1066.0,0.06944625407166123
2021-12-06,2873.0,0.0825290129840285
2021-12-07,2941.0,0.08511069309795978
2021-12-08,1629.0,0.08139709189027132
2021-12-09,3569.0,0.09747371295916973
2021-12-10,3358.0,0.09076656935884961
2021-12-11,2534.0,0.10909247459962115
2021-12-12,1684.0,0.10109863720958155
2021-12-13,4430.0,0.11543973941368078
2021-12-14,4716.0,0.1112395329637929
2021-12-15,5015.0,0.11497283293977395
2021-12-16,5543.0,0.1162737036415506
2021-12-17,5902.0,0.12795386549885096
2021-12-18,4429.0,0.14106892597783158
2021-12-19,2965.0,0.13826066682210306
2021-12-20,9411.0,0.17914453771914796
2021-12-21,11855.0,0.20748739848781853
2021-12-22,16715.0,0.23710228804062583
2021-12-23,19153.0,0.23896444167186526
2021-12-24,14694.0,0.2578120887797175
2021-12-25,7060.0,0.36305666975213413
2021-12-26,14651.0,0.3347116878369734
2021-12-27,37299.0,0.36322293527057425
2021-12-28,49946.0,0.3902732522250092
2021-12-29,59533.0,0.3951427699088025
2021-12-30,63647.0,0.3878573300263865
2021-12-31,46192.0,0.4311408544040919
2022-01-01,20720.0,0.5139781212015975
2022-01-02,38393.0,0.6060266447783811
